 638       60.1    .40 g 25 13
 639        5.8    .43 g 25 14
 640       -4.9    .47 g 25 15
 641       25.9    .48 g 25 16
 642      117.3    .49 g 25 17
 643        9.2    .56 g 25 18
 644       99.6    .62 g 25 19
 645     -126.2    .60 g 25 20
 646       34.2    .60 g 25 21
 647       25.9    .62 g 25 22
 648       23.7    .70 g 25 23
 649       89.8    .82 g 25 24
 650       63.2    .93 g 25 25
 651       -6.2    .32 h 25  1
 652      -62.4    .35 h 25  2
 653      -17.5    .34 h 25  3
 654       72.8    .35 h 25  4
 655       -6.1    .34 h 25  5
 656      -12.2    .35 h 25  6
 657       28.2    .36 h 25  7
 658      -18.0    .36 h 25  8
 659      122.4    .36 h 25  9
 660      -33.4    .35 h 25 10
 661       24.0    .38 h 25 11
 662       19.7    .38 h 25 12
 663       70.6    .42 h 25 13
 664       62.2    .44 h 25 14
 665      -60.1    .47 h 25 15
 666      -54.4    .48 h 25 16
 667       54.0    .49 h 25 17
 668      -48.5    .57 h 25 18
 669       45.4    .61 h 25 19
 670       24.9    .61 h 25 20
 671      -77.3    .60 h 25 21
 672       36.9    .62 h 25 22
 673        4.8    .71 h 25 23
 674       85.7    .80 h 25 24
 675     -262.0    .92 h 25 25
 676       42.0    .29 g 26  0
 677       69.7    .31 g 26  1
 678      -12.6    .29 g 26  2
 679       -7.0    .31 g 26  3
 680       58.4    .31 g 26  4
 681       71.8    .30 g 26  5
 682       30.1    .30 g 26  6
 683       24.8    .31 g 26  7
 684        0.7    .31 g 26  8
 685        8.7    .32 g 26  9
 686       10.8    .33 g 26 10
 687      -21.4    .32 g 26 11
 688       -0.1    .33 g 26 12
 689       27.6    .33 g 26 13
 690       17.1    .37 g 26 14
 691       23.1    .37 g 26 15
 692       59.9    .40 g 26 16
 693       89.4    .41 g 26 17
 694       40.0    .43 g 26 18
 695      -30.5    .46 g 26 19
 696      -42.5    .49 g 26 20
 697       29.0    .55 g 26 21
 698      -21.3    .58 g 26 22
 699        5.1    .55 g 26 23
 700     -205.5    .60 g 26 24
 701       60.1    .73 g 26 25
 702     -142.3    .81 g 26 26
 703        5.1    .28 h 26  1
 704      -50.8    .32 h 26  2
 705        9.5    .29 h 26  3
 706       33.9    .30 h 26  4
 707       -7.2    .31 h 26  5
 708      -73.0    .30 h 26  6
 709      -12.9    .32 h 26  7
 710      -48.1    .32 h 26  8
 711       55.4    .31 h 26  9
 712      -60.8    .32 h 26 10
 713       39.0    .32 h 26 11
 714       46.9    .32 h 26 12
 715       43.8    .32 h 26 13
 716       29.2    .36 h 26 14
 717       -1.9    .38 h 26 15
 718        5.8    .40 h 26 16
 719       36.0    .41 h 26 17
 720     -113.8    .43 h 26 18
 721       29.2    .46 h 26 19
 722      -22.9    .51 h 26 20
 723      -10.0    .55 h 26 21
 724      -23.4    .56 h 26 22
 725      -30.5    .55 h 26 23
 726       66.7    .57 h 26 24
 727      126.9    .73 h 26 25
 728      -43.3    .82 h 26 26
 729      -97.3    .25 g 27  0
 730       29.4    .26 g 27  1
 731      -17.8    .23 g 27  2
 732       30.4    .25 g 27  3
 733       23.1    .24 g 27  4
 734       16.1    .26 g 27  5
 735       13.1    .27 g 27  6
 736        8.6    .25 g 27  7
 737       28.3    .26 g 27  8
 738      -14.0    .27 g 27  9
 739       52.4    .27 g 27 10
 740       10.3    .27 g 27 11
 741       17.4    .27 g 27 12
 742      -33.2    .28 g 27 13
 743       12.0    .28 g 27 14
 744       22.1    .27 g 27 15
 745       15.7    .28 g 27 16
 746       42.5    .33 g 27 17
 747       18.8    .34 g 27 18
 748      -62.5    .37 g 27 19
 749      -23.7    .39 g 27 20
 750       15.4    .42 g 27 21
 751      -38.5    .46 g 27 22
 752      -10.2    .50 g 27 23
 753     -106.4    .50 g 27 24
 754      -25.5    .52 g 27 25
 755       -2.6    .56 g 27 26
 756      -86.8    .65 g 27 27
 757       23.2    .24 h 27  1
 758        8.1    .27 h 27  2
 759       16.8    .24 h 27  3
 760      -44.1    .26 h 27  4
 761        6.2    .26 h 27  5
 762      -17.0    .26 h 27  6
 763      -30.2    .27 h 27  7
 764        0.7    .27 h 27  8
 765      -45.5    .27 h 27  9
 766      -18.1    .26 h 27 10
 767       13.2    .28 h 27 11
 768       31.8    .27 h 27 12
 769       20.7    .27 h 27 13
 770      -14.4    .28 h 27 14
 771       30.7    .27 h 27 15
 772       41.0    .28 h 27 16
 773       23.0    .34 h 27 17
 774      -56.4    .35 h 27 18
 775        1.6    .35 h 27 19
 776      -14.7    .39 h 27 20
 777      -16.3    .40 h 27 21
 778      -31.1    .46 h 27 22
 779      -32.5    .51 h 27 23
 780      -49.2    .50 h 27 24
 781       79.7    .51 h 27 25
 782      -45.3    .56 h 27 26
 783       35.8    .60 h 27 27
 784      -66.8    .22 g 28  0
 785      -19.6    .23 g 28  1
 786       -3.9    .20 g 28  2
 787       27.8    .22 g 28  3
 788       -9.3    .20 g 28  4
 789       -6.2    .19 g 28  5
 790      -12.2    .20 g 28  6
 791       -6.2    .20 g 28  7
 792       16.7    .21 g 28  8
 793       -9.1    .22 g 28  9
 794       17.8    .22 g 28 10
 795       34.2    .21 g 28 11
 796       -0.4    .22 g 28 12
 797      -30.6    .22 g 28 13
 798       -3.2    .24 g 28 14
 799        2.9    .23 g 28 15
 800        1.7    .23 g 28 16
 801      -19.7    .23 g 28 17
 802        2.2    .23 g 28 18
 803       16.7    .25 g 28 19
 804      -20.5    .30 g 28 20
 805       -3.5    .33 g 28 21
 806        9.8    .37 g 28 22
 807        7.6    .39 g 28 23
 808       12.8    .43 g 28 24
 809      -35.4    .44 g 28 25
 810       43.7    .45 g 28 26
 811       10.5    .42 g 28 27
 812      -23.6    .55 g 28 28
 813       -9.5    .21 h 28  1
 814       37.4    .23 h 28  2
 815       14.0    .20 h 28  3
 816      -46.1    .22 h 28  4
 817       -2.3    .21 h 28  5
 818       34.7    .18 h 28  6
 819       -6.7    .20 h 28  7
 820       21.6    .20 h 28  8
 821      -33.1    .22 h 28  9
 822       16.6    .22 h 28 10
 823       -0.5    .20 h 28 11
 824      -20.5    .22 h 28 12
 825       -3.9    .22 h 28 13
 826      -16.5    .24 h 28 14
 827       14.5    .23 h 28 15
